Date, Demand placed by, Demand 
2020-01-04,Demand by supplier,12.36
2020-01-04,Demand by retailer,10.40
2020-01-04,Demand by customer,12.59
2020-01-05,Demand by supplier,10.98
2020-01-05,Demand by retailer,11.93
2020-01-05,Demand by customer,10.43
2020-01-06,Demand by supplier,11.17
2020-01-06,Demand by retailer,11.35
2020-01-06,Demand by customer,17.12
2020-01-07,Demand by supplier,8.39
2020-01-07,Demand by retailer,16.52
2020-01-07,Demand by customer,4.64
2020-01-08,Demand by supplier,11.18
2020-01-08,Demand by retailer,11.12
2020-01-08,Demand by customer,11.92
2020-01-09,Demand by supplier,11.03
2020-01-09,Demand by retailer,11.78
2020-01-09,Demand by customer,13.98
2020-01-10,Demand by supplier,11.13
2020-01-10,Demand by retailer,13.75
2020-01-10,Demand by customer,9.13
2020-01-11,Demand by supplier,9.21
2020-01-11,Demand by retailer,14.26
2020-01-11,Demand by customer,9.12
2020-01-12,Demand by supplier,10.60
2020-01-12,Demand by retailer,12.82
2020-01-12,Demand by customer,14.59
2020-01-13,Demand by supplier,10.90
2020-01-13,Demand by retailer,14.28
2020-01-13,Demand by customer,14.66
2020-01-14,Demand by supplier,11.06
2020-01-14,Demand by retailer,14.18
2020-01-14,Demand by customer,10.02
2020-01-15,Demand by supplier,9.77
2020-01-15,Demand by retailer,14.74
2020-01-15,Demand by customer,10.64
2020-01-16,Demand by supplier,10.36
2020-01-16,Demand by retailer,14.01
2020-01-16,Demand by customer,6.84
2020-01-17,Demand by supplier,10.74
2020-01-17,Demand by retailer,11.16
2020-01-17,Demand by customer,14.62
2020-01-18,Demand by supplier,10.96
2020-01-18,Demand by retailer,13.65
2020-01-18,Demand by customer,9.88
2020-01-19,Demand by supplier,10.13
2020-01-19,Demand by retailer,13.73
2020-01-19,Demand by customer,0.00
2020-01-20,Demand by supplier,10.29
2020-01-20,Demand by retailer,6.48
2020-01-20,Demand by customer,8.52
2020-01-21,Demand by supplier,7.60
2020-01-21,Demand by retailer,7.91
2020-01-21,Demand by customer,14.98
2020-01-22,Demand by supplier,7.80
2020-01-22,Demand by retailer,12.86
2020-01-22,Demand by customer,12.64
2020-01-23,Demand by supplier,11.34
2020-01-23,Demand by retailer,12.70
2020-01-23,Demand by customer,4.45
2020-01-24,Demand by supplier,12.29
2020-01-24,Demand by retailer,6.92
2020-01-24,Demand by customer,15.77
2020-01-25,Demand by supplier,8.52
2020-01-25,Demand by retailer,13.12
2020-01-25,Demand by customer,14.85
2020-01-26,Demand by supplier,10.02
2020-01-26,Demand by retailer,15.47
2020-01-26,Demand by customer,14.86
2020-01-27,Demand by supplier,10.96
2020-01-27,Demand by retailer,13.07
2020-01-27,Demand by customer,21.25
2020-01-28,Demand by supplier,11.89
2020-01-28,Demand by retailer,13.47
2020-01-28,Demand by customer,8.25
2020-01-29,Demand by supplier,9.53
2020-01-29,Demand by retailer,13.28
2020-01-29,Demand by customer,14.77
2020-01-30,Demand by supplier,9.87
2020-01-30,Demand by retailer,14.23
2020-01-30,Demand by customer,8.74
2020-01-31,Demand by supplier,10.64
2020-01-31,Demand by retailer,12.68
2020-01-31,Demand by customer,17.42
2020-02-01,Demand by supplier,11.51
2020-02-01,Demand by retailer,13.64
2020-02-01,Demand by customer,18.62
2020-02-02,Demand by supplier,10.13
2020-02-02,Demand by retailer,15.57
2020-02-02,Demand by customer,13.91
2020-02-03,Demand by supplier,9.96
2020-02-03,Demand by retailer,14.62
2020-02-03,Demand by customer,15.68
2020-02-04,Demand by supplier,10.44
2020-02-04,Demand by retailer,14.19
2020-02-04,Demand by customer,4.79
2020-02-05,Demand by supplier,11.20
2020-02-05,Demand by retailer,9.49
2020-02-05,Demand by customer,14.80
2020-02-06,Demand by supplier,9.99
2020-02-06,Demand by retailer,13.21
2020-02-06,Demand by customer,2.12
2020-02-07,Demand by supplier,10.42
2020-02-07,Demand by retailer,7.27
2020-02-07,Demand by customer,24.00
2020-02-08,Demand by supplier,8.20
2020-02-08,Demand by retailer,16.56
2020-02-08,Demand by customer,18.46
2020-02-09,Demand by supplier,12.54
2020-02-09,Demand by retailer,13.94
2020-02-09,Demand by customer,0.00
2020-02-10,Demand by supplier,10.76
2020-02-10,Demand by retailer,6.95
2020-02-10,Demand by customer,0.00
2020-02-11,Demand by supplier,8.08
2020-02-11,Demand by retailer,4.56
2020-02-11,Demand by customer,19.41
2020-02-12,Demand by supplier,5.60
2020-02-12,Demand by retailer,14.95
2020-02-12,Demand by customer,4.30
2020-02-13,Demand by supplier,12.15
2020-02-13,Demand by retailer,7.50
2020-02-13,Demand by customer,14.06
2020-02-14,Demand by supplier,8.88
2020-02-14,Demand by retailer,12.10
2020-02-14,Demand by customer,1.16
2020-02-15,Demand by supplier,11.13
2020-02-15,Demand by retailer,4.44
2020-02-15,Demand by customer,10.72
2020-02-16,Demand by supplier,6.43
2020-02-16,Demand by retailer,8.83
2020-02-16,Demand by customer,5.69
2020-02-17,Demand by supplier,8.10
2020-02-17,Demand by retailer,7.77
2020-02-17,Demand by customer,14.37
2020-02-18,Demand by supplier,7.85
2020-02-18,Demand by retailer,12.39
2020-02-18,Demand by customer,7.84
2020-02-19,Demand by supplier,11.03
2020-02-19,Demand by retailer,9.20
2020-02-19,Demand by customer,20.56
2020-02-20,Demand by supplier,9.74
2020-02-20,Demand by retailer,17.15
2020-02-20,Demand by customer,4.85
2020-02-21,Demand by supplier,12.45
2020-02-21,Demand by retailer,11.04
2020-02-21,Demand by customer,19.10
2020-02-22,Demand by supplier,9.23
2020-02-22,Demand by retailer,15.65
2020-02-22,Demand by customer,10.02
2020-02-23,Demand by supplier,10.50
2020-02-23,Demand by retailer,13.37
2020-02-23,Demand by customer,13.77
2020-02-24,Demand by supplier,9.97
2020-02-24,Demand by retailer,15.23
2020-02-24,Demand by customer,0.00
2020-02-25,Demand by supplier,11.71
2020-02-25,Demand by retailer,6.52
2020-02-25,Demand by customer,0.00
2020-02-26,Demand by supplier,8.06
2020-02-26,Demand by retailer,5.37
2020-02-26,Demand by customer,17.46
2020-02-27,Demand by supplier,6.16
2020-02-27,Demand by retailer,13.83
2020-02-27,Demand by customer,1.51
2020-02-28,Demand by supplier,11.53
2020-02-28,Demand by retailer,5.21
2020-02-28,Demand by customer,7.72
2020-02-29,Demand by supplier,7.09
2020-02-29,Demand by retailer,6.96
2020-02-29,Demand by customer,7.85
2020-03-01,Demand by supplier,6.99
2020-03-01,Demand by retailer,7.58
2020-03-01,Demand by customer,3.78
2020-03-02,Demand by supplier,7.39
2020-03-02,Demand by retailer,8.82
2020-03-02,Demand by customer,11.49
2020-03-03,Demand by supplier,8.38
2020-03-03,Demand by retailer,10.69
2020-03-03,Demand by customer,0.21
2020-03-04,Demand by supplier,9.99
2020-03-04,Demand by retailer,10.47
2020-03-04,Demand by customer,1.75
2020-03-05,Demand by supplier,10.32
2020-03-05,Demand by retailer,9.85
2020-03-05,Demand by customer,16.52
2020-03-06,Demand by supplier,9.98
2020-03-06,Demand by retailer,14.52
2020-03-06,Demand by customer,4.43
2020-03-07,Demand by supplier,11.19
2020-03-07,Demand by retailer,10.90
2020-03-07,Demand by customer,15.24
2020-03-08,Demand by supplier,10.34
2020-03-08,Demand by retailer,14.58
2020-03-08,Demand by customer,14.69
2020-03-09,Demand by supplier,10.33
2020-03-09,Demand by retailer,16.05
2020-03-09,Demand by customer,20.66
2020-03-10,Demand by supplier,10.10
2020-03-10,Demand by retailer,16.40
2020-03-10,Demand by customer,13.22
2020-03-11,Demand by supplier,10.88
2020-03-11,Demand by retailer,15.45
2020-03-11,Demand by customer,0.00
2020-03-12,Demand by supplier,10.51
2020-03-12,Demand by retailer,8.21
2020-03-12,Demand by customer,5.49
2020-03-13,Demand by supplier,8.89
2020-03-13,Demand by retailer,6.31
2020-03-13,Demand by customer,7.15
2020-03-14,Demand by supplier,7.07
2020-03-14,Demand by retailer,6.90
2020-03-14,Demand by customer,18.62
2020-03-15,Demand by supplier,6.93
2020-03-15,Demand by retailer,15.10
2020-03-15,Demand by customer,12.44
2020-03-16,Demand by supplier,12.66
2020-03-16,Demand by retailer,13.24
2020-03-16,Demand by customer,6.61
2020-03-17,Demand by supplier,13.07
2020-03-17,Demand by retailer,8.60
2020-03-17,Demand by customer,13.06
2020-03-18,Demand by supplier,9.52
2020-03-18,Demand by retailer,12.12
2020-03-18,Demand by customer,7.51
2020-03-19,Demand by supplier,7.71
2020-03-19,Demand by retailer,12.53
2020-03-19,Demand by customer,13.85
2020-03-20,Demand by supplier,11.08
2020-03-20,Demand by retailer,12.13
2020-03-20,Demand by customer,11.08
2020-03-21,Demand by supplier,11.81
2020-03-21,Demand by retailer,11.39
2020-03-21,Demand by customer,17.76
2020-03-22,Demand by supplier,10.95
2020-03-22,Demand by retailer,16.07
2020-03-22,Demand by customer,12.35
2020-03-23,Demand by supplier,8.69
2020-03-23,Demand by retailer,16.29
2020-03-23,Demand by customer,16.97
2020-03-24,Demand by supplier,10.38
2020-03-24,Demand by retailer,13.39
2020-03-24,Demand by customer,9.92
2020-03-25,Demand by supplier,11.38
2020-03-25,Demand by retailer,12.06
2020-03-25,Demand by customer,14.98
2020-03-26,Demand by supplier,11.08
2020-03-26,Demand by retailer,14.71
2020-03-26,Demand by customer,8.94
2020-03-27,Demand by supplier,9.42
2020-03-27,Demand by retailer,14.89
2020-03-27,Demand by customer,14.51
2020-03-28,Demand by supplier,10.10
2020-03-28,Demand by retailer,14.17
2020-03-28,Demand by customer,11.57
2020-03-29,Demand by supplier,11.00
2020-03-29,Demand by retailer,13.96
2020-03-29,Demand by customer,9.13
2020-03-30,Demand by supplier,11.06
2020-03-30,Demand by retailer,12.60
2020-03-30,Demand by customer,7.06
2020-03-31,Demand by supplier,9.91
2020-03-31,Demand by retailer,10.95
2020-03-31,Demand by customer,8.08
2020-04-01,Demand by supplier,10.03
2020-04-01,Demand by retailer,9.54
2020-04-01,Demand by customer,13.32
2020-04-02,Demand by supplier,9.68
2020-04-02,Demand by retailer,12.18
2020-04-02,Demand by customer,0.00
2020-04-03,Demand by supplier,11.43
2020-04-03,Demand by retailer,3.65
2020-04-03,Demand by customer,18.69
2020-04-04,Demand by supplier,5.97
2020-04-04,Demand by retailer,14.18
2020-04-04,Demand by customer,0.00
2020-04-05,Demand by supplier,11.72
2020-04-05,Demand by retailer,4.25
2020-04-05,Demand by customer,8.67
2020-04-06,Demand by supplier,6.48
2020-04-06,Demand by retailer,7.35
2020-04-06,Demand by customer,7.69
2020-04-07,Demand by supplier,7.07
2020-04-07,Demand by retailer,7.59
2020-04-07,Demand by customer,15.18
2020-04-08,Demand by supplier,7.42
2020-04-08,Demand by retailer,12.90
2020-04-08,Demand by customer,11.65
2020-04-09,Demand by supplier,11.26
2020-04-09,Demand by retailer,12.03
2020-04-09,Demand by customer,9.70
2020-04-10,Demand by supplier,11.79
2020-04-10,Demand by retailer,10.40
2020-04-10,Demand by customer,10.59
2020-04-11,Demand by supplier,10.81
2020-04-11,Demand by retailer,10.53
2020-04-11,Demand by customer,16.62
2020-04-12,Demand by supplier,8.63
2020-04-12,Demand by retailer,15.78
2020-04-12,Demand by customer,24.00
2020-04-13,Demand by supplier,10.48
2020-04-13,Demand by retailer,13.21
2020-04-13,Demand by customer,12.64
2020-04-14,Demand by supplier,11.40
2020-04-14,Demand by retailer,13.81
2020-04-14,Demand by customer,0.00
2020-04-15,Demand by supplier,10.99
2020-04-15,Demand by retailer,6.24
2020-04-15,Demand by customer,7.07
2020-04-16,Demand by supplier,7.65
2020-04-16,Demand by retailer,6.82
2020-04-16,Demand by customer,12.94
2020-04-17,Demand by supplier,7.06
2020-04-17,Demand by retailer,11.10
2020-04-17,Demand by customer,24.00
2020-04-18,Demand by supplier,9.88
2020-04-18,Demand by retailer,18.48
2020-04-18,Demand by customer,4.64
2020-04-19,Demand by supplier,15.12
2020-04-19,Demand by retailer,9.60
2020-04-19,Demand by customer,7.40
2020-04-20,Demand by supplier,9.88
2020-04-20,Demand by retailer,9.42
2020-04-20,Demand by customer,13.91
2020-04-21,Demand by supplier,7.89
2020-04-21,Demand by retailer,14.22
2020-04-21,Demand by customer,12.26
2020-04-22,Demand by supplier,9.29
2020-04-22,Demand by retailer,14.10
2020-04-22,Demand by customer,0.73
2020-04-23,Demand by supplier,12.66
2020-04-23,Demand by retailer,4.74
2020-04-23,Demand by customer,16.63
2020-04-24,Demand by supplier,7.10
2020-04-24,Demand by retailer,13.06
2020-04-24,Demand by customer,0.79
2020-04-25,Demand by supplier,11.28
2020-04-25,Demand by retailer,4.47
2020-04-25,Demand by customer,8.13
2020-04-26,Demand by supplier,6.50
2020-04-26,Demand by retailer,7.03
2020-04-26,Demand by customer,19.27
2020-04-27,Demand by supplier,6.86
2020-04-27,Demand by retailer,15.60
2020-04-27,Demand by customer,0.77
2020-04-28,Demand by supplier,12.99
2020-04-28,Demand by retailer,5.22
2020-04-28,Demand by customer,7.59
2020-04-29,Demand by supplier,7.54
2020-04-29,Demand by retailer,6.88
2020-04-29,Demand by customer,21.69
2020-04-30,Demand by supplier,7.06
2020-04-30,Demand by retailer,17.25
2020-04-30,Demand by customer,8.18
2020-05-01,Demand by supplier,12.97
2020-05-01,Demand by retailer,12.14
2020-05-01,Demand by customer,2.66
2020-05-02,Demand by supplier,12.38
2020-05-02,Demand by retailer,5.50
2020-05-02,Demand by customer,5.92
2020-05-03,Demand by supplier,7.55
2020-05-03,Demand by retailer,7.57
2020-05-03,Demand by customer,15.86
2020-05-04,Demand by supplier,7.55
2020-05-04,Demand by retailer,13.37
2020-05-04,Demand by customer,0.00
2020-05-05,Demand by supplier,11.62
2020-05-05,Demand by retailer,6.47
2020-05-05,Demand by customer,5.57
2020-05-06,Demand by supplier,8.01
2020-05-06,Demand by retailer,7.86
2020-05-06,Demand by customer,0.00
2020-05-07,Demand by supplier,7.89
2020-05-07,Demand by retailer,8.38
2020-05-07,Demand by customer,1.89
2020-05-08,Demand by supplier,8.22
2020-05-08,Demand by retailer,8.00
2020-05-08,Demand by customer,19.01
2020-05-09,Demand by supplier,8.05
2020-05-09,Demand by retailer,15.71
2020-05-09,Demand by customer,9.41
2020-05-10,Demand by supplier,13.42
2020-05-10,Demand by retailer,11.30
2020-05-10,Demand by customer,6.92
2020-05-11,Demand by supplier,11.42
2020-05-11,Demand by retailer,8.74
2020-05-11,Demand by customer,12.98
2020-05-12,Demand by supplier,9.17
2020-05-12,Demand by retailer,12.07
2020-05-12,Demand by customer,4.99
2020-05-13,Demand by supplier,8.39
2020-05-13,Demand by retailer,9.93
2020-05-13,Demand by customer,1.56
2020-05-14,Demand by supplier,9.46
2020-05-14,Demand by retailer,7.79
2020-05-14,Demand by customer,18.03
2020-05-15,Demand by supplier,8.28
2020-05-15,Demand by retailer,14.96
2020-05-15,Demand by customer,16.15
2020-05-16,Demand by supplier,12.96
2020-05-16,Demand by retailer,15.79
2020-05-16,Demand by customer,4.06
2020-05-17,Demand by supplier,10.71
2020-05-17,Demand by retailer,11.83
2020-05-17,Demand by customer,14.93
2020-05-18,Demand by supplier,9.83
2020-05-18,Demand by retailer,14.91
2020-05-18,Demand by customer,20.22
2020-05-19,Demand by supplier,8.75
2020-05-19,Demand by retailer,16.07
2020-05-19,Demand by customer,13.44
2020-05-20,Demand by supplier,11.71
2020-05-20,Demand by retailer,12.45
2020-05-20,Demand by customer,13.50
2020-05-21,Demand by supplier,11.01
2020-05-21,Demand by retailer,14.40
2020-05-21,Demand by customer,1.29
2020-05-22,Demand by supplier,10.19
2020-05-22,Demand by retailer,8.43
2020-05-22,Demand by customer,9.06
2020-05-23,Demand by supplier,8.94
2020-05-23,Demand by retailer,8.87
2020-05-23,Demand by customer,0.00
2020-05-24,Demand by supplier,8.88
2020-05-24,Demand by retailer,2.66
2020-05-24,Demand by customer,17.81
2020-05-25,Demand by supplier,4.52
2020-05-25,Demand by retailer,13.26
2020-05-25,Demand by customer,8.78
2020-05-26,Demand by supplier,10.64
2020-05-26,Demand by retailer,10.12
2020-05-26,Demand by customer,19.28
2020-05-27,Demand by supplier,10.27
2020-05-27,Demand by retailer,16.53
2020-05-27,Demand by customer,4.55
2020-05-28,Demand by supplier,14.26
2020-05-28,Demand by retailer,8.56
2020-05-28,Demand by customer,16.14
2020-05-29,Demand by supplier,7.43
2020-05-29,Demand by retailer,16.69
2020-05-29,Demand by customer,0.00
2020-05-30,Demand by supplier,9.83
2020-05-30,Demand by retailer,9.25
2020-05-30,Demand by customer,7.14
2020-05-31,Demand by supplier,9.41
2020-05-31,Demand by retailer,7.77
2020-05-31,Demand by customer,13.83
2020-06-01,Demand by supplier,8.25
2020-06-01,Demand by retailer,12.01
2020-06-01,Demand by customer,12.49
2020-06-02,Demand by supplier,10.88
2020-06-02,Demand by retailer,12.35
2020-06-02,Demand by customer,9.57
2020-06-03,Demand by supplier,11.90
2020-06-03,Demand by retailer,10.40
2020-06-03,Demand by customer,0.00
2020-06-04,Demand by supplier,10.44
2020-06-04,Demand by retailer,3.53
2020-06-04,Demand by customer,19.30
2020-06-05,Demand by supplier,5.59
2020-06-05,Demand by retailer,14.57
2020-06-05,Demand by customer,14.64
2020-06-06,Demand by supplier,11.88
2020-06-06,Demand by retailer,14.61
2020-06-06,Demand by customer,18.01
2020-06-07,Demand by supplier,12.62
2020-06-07,Demand by retailer,13.98
2020-06-07,Demand by customer,17.92
2020-06-08,Demand by supplier,11.10
2020-06-08,Demand by retailer,15.31
2020-06-08,Demand by customer,7.34
2020-06-09,Demand by supplier,7.25
2020-06-09,Demand by retailer,16.53
2020-06-09,Demand by customer,12.75
2020-06-10,Demand by supplier,10.51
2020-06-10,Demand by retailer,12.43
2020-06-10,Demand by customer,24.00
2020-06-11,Demand by supplier,11.85
2020-06-11,Demand by retailer,13.93
2020-06-11,Demand by customer,4.08
2020-06-12,Demand by supplier,11.46
2020-06-12,Demand by retailer,8.88
2020-06-12,Demand by customer,12.86
2020-06-13,Demand by supplier,8.50
2020-06-13,Demand by retailer,12.80
2020-06-13,Demand by customer,6.03
2020-06-14,Demand by supplier,9.91
2020-06-14,Demand by retailer,9.67
2020-06-14,Demand by customer,22.33
2020-06-15,Demand by supplier,9.73
2020-06-15,Demand by retailer,15.41
2020-06-15,Demand by customer,11.21
2020-06-16,Demand by supplier,12.48
2020-06-16,Demand by retailer,13.71
2020-06-16,Demand by customer,2.64
2020-06-17,Demand by supplier,9.70
2020-06-17,Demand by retailer,9.61
2020-06-17,Demand by customer,5.71
2020-06-18,Demand by supplier,9.62
2020-06-18,Demand by retailer,6.88
2020-06-18,Demand by customer,0.04
2020-06-19,Demand by supplier,7.69
2020-06-19,Demand by retailer,3.30
2020-06-19,Demand by customer,0.00
2020-06-20,Demand by supplier,4.60
2020-06-20,Demand by retailer,7.80
2020-06-20,Demand by customer,0.00
2020-06-21,Demand by supplier,6.83
2020-06-21,Demand by retailer,7.95
2020-06-21,Demand by customer,4.83
2020-06-22,Demand by supplier,7.60
2020-06-22,Demand by retailer,9.31
2020-06-22,Demand by customer,1.98
2020-06-23,Demand by supplier,8.79
2020-06-23,Demand by retailer,10.11
2020-06-23,Demand by customer,11.03
2020-06-24,Demand by supplier,9.70
2020-06-24,Demand by retailer,11.39
2020-06-24,Demand by customer,4.13
2020-06-25,Demand by supplier,11.17
2020-06-25,Demand by retailer,10.48
2020-06-25,Demand by customer,11.57
2020-06-26,Demand by supplier,9.71
2020-06-26,Demand by retailer,13.26
2020-06-26,Demand by customer,22.52
2020-06-27,Demand by supplier,10.69
2020-06-27,Demand by retailer,18.22
2020-06-27,Demand by customer,1.64
2020-06-28,Demand by supplier,10.02
2020-06-28,Demand by retailer,12.57
2020-06-28,Demand by customer,1.39
2020-06-29,Demand by supplier,10.82
2020-06-29,Demand by retailer,10.11
2020-06-29,Demand by customer,16.94
2020-06-30,Demand by supplier,10.03
2020-06-30,Demand by retailer,15.17
2020-06-30,Demand by customer,24.00
2020-07-01,Demand by supplier,10.50
2020-07-01,Demand by retailer,16.17
2020-07-01,Demand by customer,3.79
2020-07-02,Demand by supplier,10.18
2020-07-02,Demand by retailer,11.80
2020-07-02,Demand by customer,0.00
2020-07-03,Demand by supplier,10.63
2020-07-03,Demand by retailer,4.23
2020-07-03,Demand by customer,7.91
2020-07-04,Demand by supplier,6.14
2020-07-04,Demand by retailer,6.81
2020-07-04,Demand by customer,7.10
2020-07-05,Demand by supplier,6.59
2020-07-05,Demand by retailer,7.01
2020-07-05,Demand by customer,15.01
2020-07-06,Demand by supplier,6.87
2020-07-06,Demand by retailer,12.61
2020-07-06,Demand by customer,2.44
2020-07-07,Demand by supplier,10.89
2020-07-07,Demand by retailer,5.80
2020-07-07,Demand by customer,8.11
2020-07-08,Demand by supplier,7.32
2020-07-08,Demand by retailer,9.52
2020-07-08,Demand by customer,7.76
2020-07-09,Demand by supplier,8.85
2020-07-09,Demand by retailer,10.37
2020-07-09,Demand by customer,0.00
2020-07-10,Demand by supplier,9.91
2020-07-10,Demand by retailer,9.52
2020-07-10,Demand by customer,0.00
2020-07-11,Demand by supplier,9.63
2020-07-11,Demand by retailer,10.92
2020-07-11,Demand by customer,13.13
2020-07-12,Demand by supplier,10.53
2020-07-12,Demand by retailer,12.47
2020-07-12,Demand by customer,13.84
2020-07-13,Demand by supplier,10.63
2020-07-13,Demand by retailer,14.82
2020-07-13,Demand by customer,4.32
2020-07-14,Demand by supplier,10.49
2020-07-14,Demand by retailer,10.91
2020-07-14,Demand by customer,21.07
2020-07-15,Demand by supplier,9.88
2020-07-15,Demand by retailer,15.89
2020-07-15,Demand by customer,16.60
2020-07-16,Demand by supplier,10.35
2020-07-16,Demand by retailer,15.18
2020-07-16,Demand by customer,13.26
2020-07-17,Demand by supplier,10.56
2020-07-17,Demand by retailer,15.39
2020-07-17,Demand by customer,14.30
2020-07-18,Demand by supplier,10.52
2020-07-18,Demand by retailer,15.38
2020-07-18,Demand by customer,12.45
2020-07-19,Demand by supplier,10.08
2020-07-19,Demand by retailer,15.39
2020-07-19,Demand by customer,15.10
2020-07-20,Demand by supplier,10.28
2020-07-20,Demand by retailer,14.89
2020-07-20,Demand by customer,16.11
2020-07-21,Demand by supplier,10.48
2020-07-21,Demand by retailer,14.87
2020-07-21,Demand by customer,10.45
2020-07-22,Demand by supplier,10.52
2020-07-22,Demand by retailer,14.83
2020-07-22,Demand by customer,0.00
2020-07-23,Demand by supplier,10.22
2020-07-23,Demand by retailer,7.77
2020-07-23,Demand by customer,8.81
2020-07-24,Demand by supplier,8.49
2020-07-24,Demand by retailer,8.50
2020-07-24,Demand by customer,4.03
2020-07-25,Demand by supplier,8.49
2020-07-25,Demand by retailer,5.37
2020-07-25,Demand by customer,1.50
2020-07-26,Demand by supplier,6.29
2020-07-26,Demand by retailer,4.59
2020-07-26,Demand by customer,14.20
2020-07-27,Demand by supplier,5.09
2020-07-27,Demand by retailer,11.32
2020-07-27,Demand by customer,0.00
2020-07-28,Demand by supplier,9.44
2020-07-28,Demand by retailer,9.66
2020-07-28,Demand by customer,15.86
2020-07-29,Demand by supplier,9.59
2020-07-29,Demand by retailer,14.00
2020-07-29,Demand by customer,5.39
2020-07-30,Demand by supplier,12.68
2020-07-30,Demand by retailer,7.98
2020-07-30,Demand by customer,1.20
2020-07-31,Demand by supplier,8.68
2020-07-31,Demand by retailer,9.08
2020-07-31,Demand by customer,3.74
2020-08-01,Demand by supplier,10.12
2020-08-01,Demand by retailer,9.63
2020-08-01,Demand by customer,24.00
2020-08-02,Demand by supplier,9.77
2020-08-02,Demand by retailer,16.67
2020-08-02,Demand by customer,20.43
2020-08-03,Demand by supplier,12.05
2020-08-03,Demand by retailer,14.33
2020-08-03,Demand by customer,7.92
2020-08-04,Demand by supplier,9.69
2020-08-04,Demand by retailer,13.80
2020-08-04,Demand by customer,17.54
2020-08-05,Demand by supplier,9.99
2020-08-05,Demand by retailer,15.86
2020-08-05,Demand by customer,22.63
2020-08-06,Demand by supplier,9.85
2020-08-06,Demand by retailer,15.38
2020-08-06,Demand by customer,3.72
2020-08-07,Demand by supplier,11.40
2020-08-07,Demand by retailer,9.54
2020-08-07,Demand by customer,7.89
2020-08-08,Demand by supplier,10.09
2020-08-08,Demand by retailer,8.39
2020-08-08,Demand by customer,16.49
2020-08-09,Demand by supplier,8.89
2020-08-09,Demand by retailer,14.06
2020-08-09,Demand by customer,12.80
2020-08-10,Demand by supplier,10.79
2020-08-10,Demand by retailer,14.90
2020-08-10,Demand by customer,7.28
2020-08-11,Demand by supplier,11.22
2020-08-11,Demand by retailer,12.01
2020-08-11,Demand by customer,21.55
2020-08-12,Demand by supplier,10.43
2020-08-12,Demand by retailer,15.50
2020-08-12,Demand by customer,13.57
2020-08-13,Demand by supplier,9.36
2020-08-13,Demand by retailer,15.96
2020-08-13,Demand by customer,15.59
2020-08-14,Demand by supplier,10.37
2020-08-14,Demand by retailer,14.27
2020-08-14,Demand by customer,24.00
2020-08-15,Demand by supplier,10.97
2020-08-15,Demand by retailer,14.54
2020-08-15,Demand by customer,13.44
2020-08-16,Demand by supplier,10.60
2020-08-16,Demand by retailer,15.22
2020-08-16,Demand by customer,24.00
2020-08-17,Demand by supplier,9.74
2020-08-17,Demand by retailer,15.73
2020-08-17,Demand by customer,12.13
2020-08-18,Demand by supplier,10.19
2020-08-18,Demand by retailer,14.69
2020-08-18,Demand by customer,8.80
2020-08-19,Demand by supplier,10.74
2020-08-19,Demand by retailer,13.17
2020-08-19,Demand by customer,10.87
2020-08-20,Demand by supplier,10.64
2020-08-20,Demand by retailer,13.36
2020-08-20,Demand by customer,16.19
2020-08-21,Demand by supplier,10.01
2020-08-21,Demand by retailer,15.49
2020-08-21,Demand by customer,14.64
2020-08-22,Demand by supplier,10.15
2020-08-22,Demand by retailer,14.90
2020-08-22,Demand by customer,12.61
2020-08-23,Demand by supplier,10.57
2020-08-23,Demand by retailer,14.64
2020-08-23,Demand by customer,0.00
2020-08-24,Demand by supplier,10.63
2020-08-24,Demand by retailer,7.19
2020-08-24,Demand by customer,2.16
2020-08-25,Demand by supplier,8.21
2020-08-25,Demand by retailer,4.47
2020-08-25,Demand by customer,8.04
2020-08-26,Demand by supplier,5.58
2020-08-26,Demand by retailer,6.97
2020-08-26,Demand by customer,15.14
2020-08-27,Demand by supplier,6.54
2020-08-27,Demand by retailer,12.69
2020-08-27,Demand by customer,20.27
2020-08-28,Demand by supplier,10.84
2020-08-28,Demand by retailer,18.00
2020-08-28,Demand by customer,0.00
2020-08-29,Demand by supplier,15.87
2020-08-29,Demand by retailer,5.40
2020-08-29,Demand by customer,8.86
2020-08-30,Demand by supplier,8.53
2020-08-30,Demand by retailer,7.82
2020-08-30,Demand by customer,6.63
2020-08-31,Demand by supplier,7.43
2020-08-31,Demand by retailer,7.59
2020-08-31,Demand by customer,9.13
2020-09-01,Demand by supplier,7.53
2020-09-01,Demand by retailer,8.66
2020-09-01,Demand by customer,11.41
2020-09-02,Demand by supplier,8.31
2020-09-02,Demand by retailer,10.59
2020-09-02,Demand by customer,3.79
2020-09-03,Demand by supplier,9.90
2020-09-03,Demand by retailer,8.01
2020-09-03,Demand by customer,0.42
2020-09-04,Demand by supplier,8.56
2020-09-04,Demand by retailer,10.21
2020-09-04,Demand by customer,17.14
2020-09-05,Demand by supplier,9.71
2020-09-05,Demand by retailer,15.06
2020-09-05,Demand by customer,15.27
2020-09-06,Demand by supplier,12.35
2020-09-06,Demand by retailer,15.56
2020-09-06,Demand by customer,6.90
2020-09-07,Demand by supplier,10.64
2020-09-07,Demand by retailer,13.47
2020-09-07,Demand by customer,9.02
2020-09-08,Demand by supplier,9.19
2020-09-08,Demand by retailer,13.78
2020-09-08,Demand by customer,4.93
2020-09-09,Demand by supplier,9.55
2020-09-09,Demand by retailer,10.44
